,conf,doi,fig_num,fig_page,mention_page,mention_heading,mention_heading_txt,path,total_pages
123,iwpc-icpc2024,10.1145/3643916.3644428,3,5,5.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644428-Figure3-1.png,11
124,iwpc-icpc2024,10.1145/3643916.3644428,1,3,2.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644428-Figure1-1.png,11
125,iwpc-icpc2024,10.1145/3643916.3644428,4,8,8.0,5 RESULTS AND ANALYSIS,RESULTS AND ANALYSIS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644428-Figure4-1.png,11
126,iwpc-icpc2024,10.1145/3643916.3644428,2,4,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644428-Figure2-1.png,11
127,iwpc-icpc2024,10.1145/3643916.3644405,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644405-Figure1-1.png,11
128,iwpc-icpc2024,10.1145/3643916.3644405,4,6,7.0,5 EMPIRICAL RESULTS,EMPIRICAL RESULTS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644405-Figure4-1.png,11
129,iwpc-icpc2024,10.1145/3643916.3644405,2,3,2.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644405-Figure2-1.png,11
130,iwpc-icpc2024,10.1145/3643916.3644405,6,8,8.0,5 EMPIRICAL RESULTS,EMPIRICAL RESULTS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644405-Figure6-1.png,11
131,iwpc-icpc2024,10.1145/3643916.3644405,3,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644405-Figure3-1.png,11
132,iwpc-icpc2024,10.1145/3643916.3644400,1,2,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644400-Figure1-1.png,12
133,iwpc-icpc2024,10.1145/3643916.3644412,2,5,5.0,3 STUDY RESULTS,STUDY RESULTS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644412-Figure2-1.png,12
134,iwpc-icpc2024,10.1145/3643916.3644412,3,6,7.0,3 STUDY RESULTS,STUDY RESULTS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644412-Figure3-1.png,12
135,iwpc-icpc2024,10.1145/3643916.3644412,1,2,2.0,2 STUDY DESIGN,STUDY DESIGN,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644412-Figure1-1.png,12
136,iwpc-icpc2024,10.1145/3643916.3644403,4,9,8.0,5 RESULTS AND ANALYSES,RESULTS AND ANALYSES,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644403-Figure4-1.png,12
137,iwpc-icpc2024,10.1145/3643916.3644403,5,9,9.0,5 RESULTS AND ANALYSES,RESULTS AND ANALYSES,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644403-Figure5-1.png,12
138,iwpc-icpc2024,10.1145/3643916.3644403,2,3,2.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644403-Figure2-1.png,12
139,iwpc-icpc2024,10.1145/3643916.3644403,3,8,7.0,5 RESULTS AND ANALYSES,RESULTS AND ANALYSES,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644403-Figure3-1.png,12
140,iwpc-icpc2024,10.1145/3643916.3644401,5,5,5.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure5-1.png,13
141,iwpc-icpc2024,10.1145/3643916.3644401,6,5,6.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure6-1.png,13
142,iwpc-icpc2024,10.1145/3643916.3644401,7,5,6.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure7-1.png,13
143,iwpc-icpc2024,10.1145/3643916.3644401,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure1-1.png,13
144,iwpc-icpc2024,10.1145/3643916.3644401,8,6,6.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure8-1.png,13
145,iwpc-icpc2024,10.1145/3643916.3644401,2,2,2.0,2 MOTIVATION AND CHALLENGES,MOTIVATION AND CHALLENGES,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure2-1.png,13
146,iwpc-icpc2024,10.1145/3643916.3644401,3,2,2.0,2 MOTIVATION AND CHALLENGES,MOTIVATION AND CHALLENGES,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure3-1.png,13
147,iwpc-icpc2024,10.1145/3643916.3644401,9,7,7.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure9-1.png,13
148,iwpc-icpc2024,10.1145/3643916.3644401,12,8,8.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure12-1.png,13
149,iwpc-icpc2024,10.1145/3643916.3644401,11,8,7.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure11-1.png,13
150,iwpc-icpc2024,10.1145/3643916.3644401,10,8,7.0,5 STUDY RESULT,STUDY RESULT,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure10-1.png,13
151,iwpc-icpc2024,10.1145/3643916.3644401,4,4,4.0,4 STUDY DESIGN,STUDY DESIGN,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644401-Figure4-1.png,13
152,iwpc-icpc2024,10.1145/3643916.3644417,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure1-1.png,12
153,iwpc-icpc2024,10.1145/3643916.3644417,6,9,9.0,5 RESULT ANALYSIS,RESULT ANALYSIS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure6-1.png,12
154,iwpc-icpc2024,10.1145/3643916.3644417,7,9,9.0,5 RESULT ANALYSIS,RESULT ANALYSIS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure7-1.png,12
155,iwpc-icpc2024,10.1145/3643916.3644417,2,2,1.0,2 RELATED WORK,RELATED WORK,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure2-1.png,12
156,iwpc-icpc2024,10.1145/3643916.3644417,3,3,2.0,3 PROPOSED MODEL,PROPOSED MODEL,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure3-1.png,12
157,iwpc-icpc2024,10.1145/3643916.3644417,5,8,8.0,5 RESULT ANALYSIS,RESULT ANALYSIS,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure5-1.png,12
158,iwpc-icpc2024,10.1145/3643916.3644417,4,4,4.0,3 PROPOSED MODEL,PROPOSED MODEL,../datacollection/pdf_analysis/iwpc-icpc2024/figures/10__1145--3643916__3644417-Figure4-1.png,12
159,ecsa-ecsa2024,10.1007/978-3-031-70797-1_13,5,10,10.0,4 Results,Results,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_13-Figure5-1.png,16
160,ecsa-ecsa2024,10.1007/978-3-031-70797-1_13,2,6,6.0,3 Evaluation Method,Evaluation Method,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_13-Figure2-1.png,16
161,ecsa-ecsa2024,10.1007/978-3-031-70797-1_13,4,9,7.0,3 Evaluation Method,Evaluation Method,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_13-Figure4-1.png,16
162,ecsa-ecsa2024,10.1007/978-3-031-70797-1_13,3,7,6.0,3 Evaluation Method,Evaluation Method,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_13-Figure3-1.png,16
163,ecsa-ecsa2024,10.1007/978-3-031-70797-1_13,1,4,3.0,3 Evaluation Method,Evaluation Method,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_13-Figure1-1.png,16
164,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,2,5,5.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure2-1.png,17
165,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,6,10,9.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure6-1.png,17
166,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,7,10,10.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure7-1.png,17
167,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,3,6,6.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure3-1.png,17
168,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,5,9,9.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure5-1.png,17
169,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,8,11,11.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure8-1.png,17
170,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,4,8,8.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure4-1.png,17
171,ecsa-ecsa2024,10.1007/978-3-031-70797-1_10,1,4,4.0,3 Approach,Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_10-Figure1-1.png,17
172,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,3,5,5.0,4 Modeling Templates,Modeling Templates,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_17-Figure3-1.png,17
173,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,4,9,9.0,4 Modeling Templates,Modeling Templates,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_17-Figure4-1.png,17
174,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,6,12,12.0,4 Modeling Templates,Modeling Templates,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_17-Figure6-1.png,17
175,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,1,3,3.0,1 Introduction,Introduction,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_17-Figure1-1.png,17
176,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,5,11,11.0,4 Modeling Templates,Modeling Templates,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_17-Figure5-1.png,17
177,ecsa-ecsa2024,10.1007/978-3-031-70797-1_17,2,4,4.0,3 ZTA Metamodel,ZTA Metamodel,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_17-Figure2-1.png,17
178,ecsa-ecsa2024,10.1007/978-3-031-70797-1_5,2,9,8.0,3 Methodology,Methodology,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_5-Figure2-1.png,17
179,ecsa-ecsa2024,10.1007/978-3-031-70797-1_5,1,3,3.0,3 Methodology,Methodology,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_5-Figure1-1.png,17
180,ecsa-ecsa2024,10.1007/978-3-031-70797-1_5,3,11,10.0,3 Methodology,Methodology,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_5-Figure3-1.png,17
181,ecsa-ecsa2024,10.1007/978-3-031-70797-1_19,2,5,4.0,3 Electric Vehicle Charging Stations Overview,Electric Vehicle Charging Stations Overview,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_19-Figure2-1.png,17
182,ecsa-ecsa2024,10.1007/978-3-031-70797-1_19,3,7,7.0,3 Electric Vehicle Charging Stations Overview,Electric Vehicle Charging Stations Overview,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_19-Figure3-1.png,17
183,ecsa-ecsa2024,10.1007/978-3-031-70797-1_19,1,4,3.0,3 Electric Vehicle Charging Stations Overview,Electric Vehicle Charging Stations Overview,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_19-Figure1-1.png,17
184,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,2,6,5.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure2-1.png,16
185,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,5,9,9.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure5-1.png,16
186,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,11,13,12.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure11-1.png,16
187,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,10,13,12.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure10-1.png,16
188,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,8,12,11.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure8-1.png,16
189,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,9,12,11.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure9-1.png,16
190,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,4,7,6.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure4-1.png,16
191,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,7,11,11.0,4 Implementation Details,Implementation Details,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure7-1.png,16
192,ecsa-ecsa2024,10.1007/978-3-031-70797-1_4,1,4,3.0,3 The Proposed Reverse Engineering Process,The Proposed Reverse Engineering Process,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_4-Figure1-1.png,16
193,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,3,5,4.0,3 Results and Discussions,Results and Discussions,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_26-Figure3-1.png,17
194,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,4,7,7.0,3 Results and Discussions,Results and Discussions,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_26-Figure4-1.png,17
195,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,1,3,2.0,2 Research Methodology,Research Methodology,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_26-Figure1-1.png,17
196,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,5,11,10.0,4 A Taxonomy for the Execution Perspective of Software Architecture Descriptions,A Taxonomy for the Execution Perspective of Software Architecture Descriptions,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_26-Figure5-1.png,17
197,ecsa-ecsa2024,10.1007/978-3-031-70797-1_26,2,4,3.0,3 Results and Discussions,Results and Discussions,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_26-Figure2-1.png,17
198,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,2,5,4.0,2 Related Work,Related Work,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure2-1.png,16
199,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,4,10,10.0,4 Results Analysis and Findings,Results Analysis and Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure4-1.png,16
200,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,3,6,4.0,2 Related Work,Related Work,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure3-1.png,16
201,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,7,13,11.0,4 Results Analysis and Findings,Results Analysis and Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure7-1.png,16
202,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,1,2,1.0,1 Introduction,Introduction,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure1-1.png,16
203,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,6,12,11.0,4 Results Analysis and Findings,Results Analysis and Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure6-1.png,16
204,ecsa-ecsa2024,10.1007/978-3-031-70797-1_15,5,11,10.0,4 Results Analysis and Findings,Results Analysis and Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_15-Figure5-1.png,16
205,ecsa-ecsa2024,10.1007/978-3-031-70797-1_20,3,10,10.0,2 Study Design,Study Design,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_20-Figure3-1.png,17
206,ecsa-ecsa2024,10.1007/978-3-031-70797-1_20,2,7,7.0,2 Study Design,Study Design,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_20-Figure2-1.png,17
207,ecsa-ecsa2024,10.1007/978-3-031-70797-1_20,1,3,2.0,2 Study Design,Study Design,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_20-Figure1-1.png,17
208,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,6,10,9.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure6-1.png,17
209,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,7,10,9.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure7-1.png,17
210,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,2,6,6.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure2-1.png,17
211,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,3,6,6.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure3-1.png,17
212,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,1,2,2.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure1-1.png,17
213,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,8,11,11.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure8-1.png,17
214,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,4,8,8.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure4-1.png,17
215,ecsa-ecsa2024,10.1007/978-3-031-70797-1_9,5,8,8.0,3 MDEPT: Conceptual Solution,MDEPT: Conceptual Solution,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_9-Figure5-1.png,17
216,ecsa-ecsa2024,10.1007/978-3-031-70797-1_8,1,2,2.0,2 Background,Background,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_8-Figure1-1.png,17
217,ecsa-ecsa2024,10.1007/978-3-031-70797-1_8,2,4,3.0,2 Background,Background,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_8-Figure2-1.png,17
218,ecsa-ecsa2024,10.1007/978-3-031-70797-1_8,3,6,6.0,3 Taxonomy,Taxonomy,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_8-Figure3-1.png,17
219,ecsa-ecsa2024,10.1007/978-3-031-70797-1_8,4,11,12.0,6 Evaluation,Evaluation,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_8-Figure4-1.png,17
220,ecsa-ecsa2024,10.1007/978-3-031-70797-1_3,4,5,4.0,3 Survey,Survey,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_3-Figure4-1.png,16
221,ecsa-ecsa2024,10.1007/978-3-031-70797-1_3,1,3,3.0,3 Survey,Survey,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_3-Figure1-1.png,16
222,ecsa-ecsa2024,10.1007/978-3-031-70797-1_3,2,4,4.0,3 Survey,Survey,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_3-Figure2-1.png,16
223,ecsa-ecsa2024,10.1007/978-3-031-70797-1_3,3,4,4.0,3 Survey,Survey,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_3-Figure3-1.png,16
224,ecsa-ecsa2024,10.1007/978-3-031-70797-1_22,2,7,7.0,6 Findings,Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_22-Figure2-1.png,17
225,ecsa-ecsa2024,10.1007/978-3-031-70797-1_22,1,7,6.0,6 Findings,Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_22-Figure1-1.png,17
226,ecsa-ecsa2024,10.1007/978-3-031-70797-1_22,3,9,9.0,6 Findings,Findings,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_22-Figure3-1.png,17
227,ecsa-ecsa2024,10.1007/978-3-031-70797-1_21,1,3,2.0,3 Study Design,Study Design,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_21-Figure1-1.png,9
228,ecsa-ecsa2024,10.1007/978-3-031-70797-1_21,2,4,3.0,3 Study Design,Study Design,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_21-Figure2-1.png,9
229,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,4,10,9.0,3 Secure Microservice Management Framework,Secure Microservice Management Framework,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure4-1.png,18
230,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,7,14,14.0,4 Evaluation,Evaluation,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure7-1.png,18
231,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,2,6,5.0,3 Secure Microservice Management Framework,Secure Microservice Management Framework,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure2-1.png,18
232,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,6,13,12.0,4 Evaluation,Evaluation,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure6-1.png,18
233,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,1,2,1.0,1 Introduction,Introduction,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure1-1.png,18
234,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,5,12,12.0,4 Evaluation,Evaluation,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure5-1.png,18
235,ecsa-ecsa2024,10.1007/978-3-031-70797-1_18,3,8,7.0,3 Secure Microservice Management Framework,Secure Microservice Management Framework,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_18-Figure3-1.png,18
236,ecsa-ecsa2024,10.1007/978-3-031-70797-1_16,1,4,3.0,5 Study Execution and Results,Study Execution and Results,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_16-Figure1-1.png,17
237,ecsa-ecsa2024,10.1007/978-3-031-70797-1_14,1,2,2.0,3 Visualization as Graphs,Visualization as Graphs,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_14-Figure1-1.png,8
238,ecsa-ecsa2024,10.1007/978-3-031-70797-1_14,2,3,3.0,3 Visualization as Graphs,Visualization as Graphs,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_14-Figure2-1.png,8
239,ecsa-ecsa2024,10.1007/978-3-031-70797-1_6,3,5,5.0,3 Proposed Approach,Proposed Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_6-Figure3-1.png,16
240,ecsa-ecsa2024,10.1007/978-3-031-70797-1_6,4,6,5.0,3 Proposed Approach,Proposed Approach,../datacollection/pdf_analysis/ecsa-ecsa2024/figures/10__1007-978-3-031-70797-1_6-Figure4-1.png,16
